Item_Identifier	Outlet_Identifier	Item_Outlet_Sales
NCF54	OUT019	2545.028503
FDZ08	OUT046	932.2048709
NCJ05	OUT018	2461.913718
FDF59	OUT046	1737.096871
NCO05	OUT035	1529.966382
FDW24	OUT018	890.814133
NCX42	OUT018	2842.921254
NCA53	OUT035	868.7523436
FDI45	OUT019	2669.970237
FDG46	OUT046	1767.019152
FDM20	OUT010	3905.157119
FDW11	OUT010	1001.226964
FDX08	OUT035	2849.239095
NCK17	OUT035	630.777577
FDK32	OUT018	2489.067856
NCA42	OUT035	2526.46559
DRI01	OUT035	2674.629141
NCL55	OUT049	3997.502456
DRE25	OUT018	1418.72487
FDD14	OUT017	2227.769254
FDB10	OUT046	3446.017281
DRN11	OUT035	1719.310288
FDP38	OUT018	930.1081239
NCA30	OUT017	2487.120253
FDT15	OUT017	2891.457622
NCP55	OUT018	1108.657232
FDF12	OUT035	2120.839745
FDM21	OUT018	3966.39784
FDX56	OUT035	3110.744401
FDF10	OUT017	1777.981021
FDT32	OUT045	2912.813702
FDM51	OUT018	1814.673194
NCR50	OUT018	2610.646761
FDI19	OUT049	3585.82025
FDX21	OUT017	1444.614298
FDR31	OUT035	2295.448084
FDY02	OUT013	4286.315009
NCA29	OUT045	2839.359865
NCX17	OUT046	3165.768164
FDM12	OUT045	2909.231521
FDI53	OUT027	2521.367971
NCU30	OUT049	2611.926324
FDC56	OUT027	1900.073677
FDK27	OUT018	2151.725948
NCK18	OUT017	2690.894895
FDB52	OUT019	3977.198513
DRG25	OUT027	3387.662725
FDZ13	OUT049	274.4409911
FDB57	OUT019	3614.73269
FDR40	OUT046	1401.068011
NCO14	OUT019	672.2433678
NCN19	OUT045	3095.60246
FDQ28	OUT019	2233.852558
FDO13	OUT018	2580.810935
FDK48	OUT013	1729.056129
FDU07	OUT018	2388.7497
FDW20	OUT046	1972.563662
FDV12	OUT010	1561.092198
FDH24	OUT013	2872.680149
FDV59	OUT049	3196.43163
FDK57	OUT045	1706.916799
FDL16	OUT027	523.0916244
NCQ17	OUT046	1984.542677
FDJ15	OUT018	3131.718063
FDX24	OUT049	1508.382733
FDT47	OUT046	1656.450961
FDT10	OUT049	793.6058827
FDZ37	OUT018	1637.270317
FDW43	OUT027	4091.830027
DRN36	OUT017	1389.860468
FDJ14	OUT045	1299.889826
FDA32	OUT013	3767.85159
FDJ38	OUT019	2931.208522
FDQ57	OUT017	2418.63533
NCQ41	OUT019	3212.376452
FDG56	OUT049	744.8603212
DRC13	OUT027	2407.219972
FDV55	OUT035	2160.555857
FDQ49	OUT045	2693.369384
FDE29	OUT010	307.1629365
FDR03	OUT013	3791.451426
FDD45	OUT049	1498.546841
FDN38	OUT010	3702.701616
FDT56	OUT046	543.4592425
FDT48	OUT045	3107.391266
FDU03	OUT049	2528.252023
FDC56	OUT010	1374.976619
NCO43	OUT027	1882.21625
FDQ27	OUT017	1606.030462
FDR03	OUT046	3306.302507
DRH23	OUT010	1.696285501
FDG22	OUT045	663.8436241
NCJ42	OUT013	2059.076202
FDR24	OUT046	1274.055808
FDW60	OUT035	2914.028182
FDJ08	OUT013	2999.598727
DRL59	OUT018	986.189479
FDG60	OUT010	3563.222699
FDW27	OUT017	2640.894225
FDX14	OUT018	1146.80068
FDC20	OUT013	1289.869305
NCS29	OUT018	4079.299357
FDJ56	OUT046	843.9800862
FDB20	OUT019	1006.903487
FDL28	OUT027	3903.415369
FDW01	OUT018	2352.448704
FDL03	OUT046	3090.182842
FDX22	OUT049	3287.828842
FDJ21	OUT035	2312.328331
FDR31	OUT045	2353.041623
FDG21	OUT035	1952.36431
FDS22	OUT027	1182.12845
FDK08	OUT035	1260.188472
FDE17	OUT018	2461.038035
NCN30	OUT017	1536.293209
FDT50	OUT046	1200.699533
NCX42	OUT049	2576.517038
FDJ12	OUT035	3307.356805
NCA18	OUT027	2125.846518
FDP23	OUT019	3313.657652
FDX12	OUT013	4341.086217
FDN40	OUT018	2286.56832
FDV48	OUT035	1230.870503
NCY54	OUT013	2432.49954
FDL16	OUT010	-108.4509266
FDR45	OUT018	3884.306895
FDJ52	OUT046	2506.014312
DRG01	OUT017	1127.289968
FDP52	OUT013	3875.742608
FDU58	OUT017	2990.248345
FDL02	OUT045	1436.877335
FDG28	OUT013	4185.892521
FDA19	OUT035	1933.616125
FDW46	OUT027	1349.479996
NCD43	OUT049	1588.209438
DRG39	OUT013	1139.165072
NCF55	OUT049	515.9819524
FDJ07	OUT046	1850.839373
FDE08	OUT046	2179.096438
FDP56	OUT019	621.8727006
FDT45	OUT045	756.641982
FDF17	OUT018	3134.753154
FDX44	OUT046	1252.480001
FDM28	OUT027	3143.524965
FDI36	OUT049	2932.121555
FDS07	OUT045	1542.62364
FDD36	OUT045	1919.36163
FDW11	OUT046	798.4008124
FDN40	OUT049	2086.370614
NCQ18	OUT049	977.344512
NCQ54	OUT017	2653.067622
NCS42	OUT045	1311.572167
DRH39	OUT010	890.5530307
FDC09	OUT027	2118.822746
FDT08	OUT010	2383.454089
FDC08	OUT035	3729.519296
FDT20	OUT017	530.2266274
FDS35	OUT035	681.2268371
FDX58	OUT018	2917.832954
FDW58	OUT046	1701.743953
DRD27	OUT046	1601.739491
FDH32	OUT019	1144.081264
FDS26	OUT035	3845.984865
FDQ31	OUT046	1276.068888
FDP11	OUT018	3383.519526
FDD58	OUT017	1423.775035
FDM33	OUT045	3193.139336
FDZ16	OUT049	2467.818199
NCS29	OUT010	4015.99025
NCM18	OUT019	507.5298906
FDP11	OUT049	3155.134275
NCC42	OUT017	2125.675897
DRM23	OUT046	2160.787428
NCN55	OUT027	4007.345188
FDK46	OUT013	4317.054587
FDR01	OUT046	3018.115471
NCA05	OUT045	2395.865195
NCP43	OUT017	2754.005312
FDR12	OUT010	2895.104896
FDQ01	OUT013	3876.954202
FDM13	OUT046	1847.522583
FDQ19	OUT017	3929.324985
FDK56	OUT019	2111.403331
NCX06	OUT010	3115.260448
FDO56	OUT027	2274.031818
FDU45	OUT045	1852.199994
FDI16	OUT019	106.1874731
FDL32	OUT046	1368.675207
FDA07	OUT046	1941.6262
FDA14	OUT045	2182.370252
FDV46	OUT027	2662.449783
NCO07	OUT035	3434.470265
NCP41	OUT046	1637.416599
FDY60	OUT018	2447.281838
FDN38	OUT017	3718.894968
FDO15	OUT046	1266.036363
FDT60	OUT013	2096.025594
FDA55	OUT035	3472.848724
FDE02	OUT010	999.2743631
DRJ39	OUT049	3313.107742
FDV34	OUT035	1351.289808
FDS20	OUT027	3175.66003
FDF02	OUT027	1695.516333
FDW40	OUT017	1973.840332
NCB43	OUT046	2529.378625
FDR58	OUT017	1367.384407
DRJ59	OUT035	699.8968046
NCD30	OUT017	1536.17217
FDE14	OUT017	1587.127364
FDC28	OUT018	1723.18324
FDU16	OUT018	1396.863385
NCD19	OUT035	979.5370581
FDU21	OUT046	372.6799856
FDV59	OUT027	3713.905746
FDU03	OUT045	3081.269137
FDC33	OUT010	3568.530134
NCR42	OUT035	542.0468888
DRH59	OUT035	1080.352086
NCM31	OUT035	2387.896416
FDS50	OUT035	3369.975874
FDP39	OUT046	583.2348815
FDQ55	OUT013	2354.157691
FDV36	OUT019	1940.268913
FDI05	OUT027	1267.559063
FDS45	OUT027	2159.967458
FDA39	OUT045	739.5711795
FDC37	OUT010	1837.246168
FDJ60	OUT027	2937.941551
DRQ35	OUT046	1800.15032
NCJ06	OUT046	1771.033058
NCY42	OUT018	2468.487545
DRM37	OUT049	3095.434924
FDR14	OUT045	236.9331802
FDE51	OUT049	403.1549176
FDT33	OUT017	2655.766553
FDR08	OUT013	2097.899077
FDE36	OUT010	2719.105757
FDL22	OUT019	1329.517623
FDR44	OUT013	2209.547618
FDI56	OUT019	886.4727855
FDE47	OUT010	2086.457393
FDV27	OUT010	1583.366469
FDV10	OUT049	491.7294502
FDC40	OUT045	1190.585473
NCX41	OUT013	3709.855078
NCQ38	OUT027	2116.481361
FDV12	OUT027	1920.316424
FDE52	OUT017	1448.527723
FDG20	OUT027	2829.163949
FDV16	OUT027	792.8188544
FDI32	OUT017	1137.749295
FDJ32	OUT049	1009.694804
FDN39	OUT018	2695.003387
FDY34	OUT017	2761.459152
FDC14	OUT035	696.6686519
FDA55	OUT017	3444.195935
FDZ50	OUT010	2730.757735
DRG13	OUT049	2446.836282
FDP01	OUT013	2690.150936
NCG54	OUT017	2466.318246
FDM13	OUT045	1973.203482
NCO18	OUT027	3214.920342
NCW41	OUT013	2875.824373
FDM52	OUT027	2732.22072
NCF55	OUT035	620.6038607
FDT09	OUT046	2132.116841
NCM19	OUT035	1677.392639
FDW12	OUT018	2643.960949
FDP15	OUT019	3552.792774
FDK36	OUT045	911.7045841
FDZ25	OUT035	2783.895058
NCW06	OUT049	2829.796498
FDW60	OUT046	2859.843388
DRC49	OUT013	2501.44858
NCT17	OUT035	2931.19703
NCN06	OUT018	2320.722098
FDC45	OUT013	2580.993323
DRJ47	OUT019	2532.399599
NCF06	OUT045	4127.997497
FDE21	OUT010	2051.673281
DRG27	OUT013	702.5838994
FDW40	OUT049	1868.905203
NCO53	OUT046	2180.918203
FDE23	OUT049	577.6342167
FDQ16	OUT046	1565.530995
FDS26	OUT045	3822.307459
FDZ13	OUT010	117.645186
FDS14	OUT049	2270.407413
FDC10	OUT045	1799.447045
FDY16	OUT049	2990.879591
FDJ20	OUT035	1745.083473
FDV43	OUT035	483.893124
FDZ32	OUT027	2103.102707
FDR23	OUT046	2429.591364
FDN24	OUT035	488.2683173
FDE34	OUT027	2923.431712
FDU31	OUT013	3884.844885
FDW33	OUT018	1518.016309
FDU26	OUT046	1779.515694
FDE20	OUT027	3235.552448
NCW05	OUT035	1154.293678
FDB22	OUT018	2642.678489
FDO56	OUT046	1762.241973
FDA19	OUT027	2322.039565
DRI39	OUT045	629.974395
FDH52	OUT018	1100.791724
FDZ50	OUT035	2738.895758
NCN42	OUT035	2377.833235
FDB53	OUT013	2224.989946
DRG11	OUT017	1470.432478
DRK11	OUT027	2810.706644
FDQ60	OUT017	1641.573941
FDT36	OUT017	171.2860718
DRG25	OUT018	3078.549126
DRJ23	OUT046	2840.545755
FDG05	OUT035	2321.558289
NCK06	OUT018	2134.097661
FDU52	OUT017	2261.865949
FDW07	OUT018	1090.982621
NCM17	OUT045	578.8147096
FDA22	OUT045	2447.764601
NCA41	OUT018	3145.39833
FDF38	OUT035	771.5990328
FDH52	OUT046	927.3812418
FDY58	OUT019	3420.111617
FDZ16	OUT045	2600.460515
NCM18	OUT017	725.0783145
FDA22	OUT018	2508.96559
NCJ43	OUT035	2796.000267
FDI34	OUT027	3839.995665
FDG56	OUT046	784.7401704
FDS34	OUT046	1600.281379
DRC01	OUT035	949.2036882
FDQ04	OUT035	416.5943326
FDK04	OUT035	844.1721481
FDT51	OUT049	1789.331253
FDV26	OUT017	2913.167506
FDS04	OUT049	1689.640473
FDW43	OUT018	3789.563033
FDQ28	OUT010	2429.734826
NCK06	OUT017	1986.813373
FDS23	OUT018	1699.291967
FDZ36	OUT019	2702.833089
FDE56	OUT018	618.8218876
FDW10	OUT027	3262.98362
NCN14	OUT045	2659.782752
NCQ18	OUT045	1120.925847
FDW08	OUT017	1784.004528
FDU43	OUT035	3653.415848
FDR33	OUT010	1895.295543
FDM24	OUT010	2255.116765
NCZ05	OUT046	1424.482804
NCV41	OUT035	1832.99861
FDV11	OUT018	2707.259738
NCY05	OUT035	495.4623736
FDV44	OUT018	3119.064482
FDW32	OUT049	1016.985994
NCU18	OUT027	2525.075329
NCC43	OUT035	4080.917183
FDW19	OUT013	2155.802971
FDN31	OUT035	2827.426402
FDI48	OUT045	805.5552625
FDS24	OUT017	1317.262524
FDF46	OUT049	1847.229279
DRG23	OUT017	2119.066859
FDG14	OUT018	2484.988327
NCY30	OUT049	2710.180293
FDO28	OUT018	2184.871993
DRD24	OUT035	2240.925512
FDI33	OUT049	1314.291168
FDN32	OUT046	2879.379542
FDR16	OUT045	3129.514826
FDF26	OUT046	2343.133348
NCN29	OUT018	976.7599474
FDE20	OUT045	2861.164091
FDA46	OUT046	2551.941407
FDU28	OUT045	2766.539808
FDQ48	OUT045	1654.260061
FDV36	OUT013	2500.24403
FDR14	OUT018	339.3391386
FDP23	OUT017	3352.751869
FDP56	OUT013	1119.842753
FDK48	OUT010	1316.912286
FDR48	OUT046	1873.062826
NCY29	OUT049	600.4753986
FDM22	OUT018	994.4570065
DRJ01	OUT013	2563.997359
FDZ43	OUT045	3815.520087
FDV03	OUT035	2303.117
FDX11	OUT027	2986.275186
NCA41	OUT027	3416.379915
FDE38	OUT017	2541.837062
FDI27	OUT018	863.6538929
FDN32	OUT013	3294.134283
NCN43	OUT017	1985.421906
FDB47	OUT027	3459.876584
FDV03	OUT017	2282.213696
NCN30	OUT045	1629.61415
NCV54	OUT010	2033.426368
FDV07	OUT013	2098.647412
FDP07	OUT049	2729.439752
FDK48	OUT018	1259.778932
FDM15	OUT019	2198.60959
FDY19	OUT027	2193.800533
FDK46	OUT046	3889.726845
FDY11	OUT045	1169.909106
FDH09	OUT046	637.4120646
FDO08	OUT027	2963.705754
FDU14	OUT013	4255.21962
FDD22	OUT027	1871.493448
FDM27	OUT017	1961.249846
FDL02	OUT027	1824.919397
NCA17	OUT035	2440.230581
FDE38	OUT019	2428.221391
NCG07	OUT049	2753.281738
DRC27	OUT013	4110.088104
FDA27	OUT035	4059.938186
FDW40	OUT045	2012.547801
DRI11	OUT013	2172.302357
FDN50	OUT046	1496.316092
FDR12	OUT046	2671.56794
FDT34	OUT027	1419.951383
FDW11	OUT035	903.9420471
NCO30	OUT027	3330.994558
FDZ34	OUT017	2828.556908
FDU45	OUT017	1800.586197
NCD42	OUT035	675.8129473
FDX25	OUT045	2557.40436
NCR29	OUT046	717.8340624
FDX43	OUT019	2816.829854
FDB04	OUT010	1366.109192
FDR49	OUT027	663.3740355
FDS39	OUT018	2389.744614
FDW58	OUT045	1781.24433
FDG22	OUT019	552.7964234
FDG31	OUT017	937.0742155
NCV53	OUT027	4277.943117
DRJ37	OUT035	2237.974151
FDV07	OUT035	1742.698913
FDW52	OUT018	2768.111157
FDT15	OUT045	2949.405907
FDD02	OUT018	1894.338678
FDM16	OUT035	1246.601692
NCE55	OUT046	2246.143092
FDB57	OUT018	3709.723684
FDQ04	OUT013	831.7994077
FDQ47	OUT019	-462.4322045
FDY14	OUT019	3776.129332
DRK37	OUT017	2881.103003
FDO25	OUT017	2846.739173
FDL57	OUT046	3895.487381
NCK29	OUT018	1658.586042
FDK46	OUT027	4596.409972
NCB43	OUT010	2550.528595
DRE01	OUT027	3578.100766
FDC46	OUT018	2637.710934
FDQ23	OUT045	1709.167392
FDX38	OUT049	690.0799476
FDG60	OUT018	3670.904242
FDW55	OUT017	3956.247454
FDP39	OUT013	996.6280289
FDB20	OUT018	1281.954256
FDV21	OUT017	1340.215445
FDZ02	OUT013	1946.383043
FDP19	OUT027	1799.480452
FDA38	OUT035	3831.831084
FDH22	OUT045	1573.950222
DRM11	OUT045	3977.304479
FDO12	OUT027	3572.649628
FDT14	OUT049	1441.957655
FDW34	OUT010	3929.955869
FDG04	OUT027	3444.586461
FDW59	OUT018	1503.857704
FDR33	OUT018	1862.749032
FDP32	OUT013	2533.597023
FDL13	OUT027	3997.683102
FDD22	OUT013	1858.787268
FDV40	OUT027	1658.778002
NCD55	OUT046	606.5317826
FDQ20	OUT010	835.185551
FDD28	OUT045	856.2487611
FDC39	OUT045	2749.391512
NCR17	OUT049	1770.431489
DRO35	OUT018	1930.746137
FDF40	OUT049	3892.983537
FDR31	OUT018	2397.444675
NCQ41	OUT017	3164.367768
FDP38	OUT046	709.8256278
NCU54	OUT027	3376.51736
FDG22	OUT018	705.2045856
DRK59	OUT013	3846.012218
FDC37	OUT046	1574.057209
NCO42	OUT013	2669.265285
NCT42	OUT017	2369.844111
FDX27	OUT035	1682.165531
FDV40	OUT018	1355.290036
FDT45	OUT027	1142.858264
FDS47	OUT019	587.6237156
FDR45	OUT035	3743.050773
FDB03	OUT045	3296.465304
FDO49	OUT035	911.0186743
FDU60	OUT027	2963.169008
FDB26	OUT018	1020.662614
FDB46	OUT017	3123.742126
FDQ37	OUT019	2563.912535
FDN03	OUT017	4030.533822
NCX30	OUT045	3930.372264
FDK32	OUT019	2295.727587
DRM47	OUT013	3324.527781
NCO02	OUT046	798.7749167
FDP04	OUT013	1454.351125
NCO43	OUT049	1423.844381
FDD59	OUT013	1576.545815
FDQ10	OUT017	2652.736059
FDW45	OUT035	2285.528815
NCK30	OUT049	3752.89462
FDU31	OUT018	3592.469398
NCQ17	OUT019	1719.958203
FDN01	OUT017	2549.761004
FDZ19	OUT049	2371.956002
DRG37	OUT017	2458.785484
FDE32	OUT045	544.8455777
FDO34	OUT049	2516.768334
FDM04	OUT019	1067.571815
FDZ25	OUT049	2652.785283
FDU08	OUT049	1473.044523
NCW30	OUT045	4172.755476
NCM18	OUT013	1108.921191
FDS22	OUT035	784.6955886
NCH18	OUT017	3751.414845
FDC23	OUT013	3207.541953
FDY46	OUT013	3200.106228
NCU06	OUT046	3310.237396
FDX57	OUT045	1575.163253
FDX36	OUT027	3562.092157
FDL16	OUT045	176.2419284
FDT16	OUT010	4182.864709
FDN16	OUT018	1672.700999
FDC03	OUT046	2893.284545
DRF60	OUT013	4008.916934
FDS27	OUT027	3605.987106
FDP33	OUT010	3706.26113
FDJ36	OUT018	1355.579081
NCR42	OUT013	856.0177298
FDV14	OUT017	1261.797683
NCP42	OUT035	3135.721122
FDB50	OUT027	1104.799603
NCC30	OUT027	3175.342618
FDA23	OUT018	1649.098757
FDW16	OUT017	1432.865169
FDQ52	OUT010	3378.91719
FDB58	OUT049	2300.686714
NCP29	OUT049	575.0320223
NCM05	OUT045	4042.62565
FDO25	OUT013	3259.832393
NCM54	OUT046	2049.461408
NCL54	OUT046	2762.193245
FDL39	OUT010	2827.534191
FDF53	OUT018	2776.515635
NCQ42	OUT035	1966.434571
FDF58	OUT013	1448.819989
FDZ04	OUT035	992.8842941
FDE26	OUT019	1752.811341
FDS60	OUT017	2763.376457
FDV58	OUT017	2656.77246
FDM04	OUT045	861.5418921
FDE08	OUT035	2216.197445
NCB43	OUT049	2506.417552
FDU11	OUT010	1617.086582
FDF22	OUT019	3076.641101
FDE24	OUT013	2309.733343
DRJ49	OUT046	2056.395178
NCQ53	OUT035	3736.045582
NCL41	OUT013	889.5509588
FDR22	OUT013	2227.91636
FDH04	OUT035	1631.017898
DRH15	OUT045	388.0121512
FDY40	OUT049	878.063724
NCI17	OUT035	1071.348226
NCC18	OUT013	3211.007214
FDY28	OUT027	3256.857223
FDB45	OUT027	2066.690169
NCL30	OUT018	2025.413315
FDM10	OUT017	3094.417114
FDH22	OUT027	1944.152322
NCZ53	OUT017	2980.698086
NCI18	OUT013	3909.752119
FDH14	OUT027	2628.643214
FDR36	OUT027	774.0399282
FDW01	OUT045	2259.957903
FDK02	OUT027	1921.421327
FDJ02	OUT018	2518.814286
FDU55	OUT013	4407.78319
NCV18	OUT027	1406.750464
FDH14	OUT018	2296.553611
FDZ37	OUT045	1561.497808
FDX49	OUT049	3313.084777
NCD43	OUT046	1632.382936
FDZ07	OUT013	1139.430486
FDK43	OUT035	2013.037659
FDR32	OUT018	3553.022297
FDT39	OUT013	2926.2494
NCV54	OUT017	1854.625272
FDF38	OUT018	886.4598404
FDV60	OUT046	2696.448387
FDH44	OUT027	2764.771172
FDS21	OUT046	994.4212519
NCL41	OUT045	555.462325
FDM46	OUT017	901.9286004
FDU27	OUT045	280.5026154
NCJ54	OUT017	3494.883829
DRG51	OUT018	2805.445881
NCA29	OUT019	2645.428606
FDR47	OUT045	2816.904856
NCL19	OUT027	2680.803053
DRG01	OUT049	1228.142091
FDG10	OUT046	1010.206278
NCV05	OUT049	2293.998833
NCH18	OUT019	3658.126195
FDV14	OUT018	1412.438353
DRJ23	OUT035	2928.971006
DRJ11	OUT046	2617.149274
FDZ03	OUT017	2749.301807
FDI27	OUT010	859.2564351
FDJ14	OUT018	1409.61457
FDU32	OUT017	1894.924844
FDD47	OUT027	2670.730255
DRF36	OUT035	3012.72585
FDM21	OUT046	3794.90334
FDV10	OUT018	738.8064228
FDH60	OUT018	3016.065598
FDX47	OUT010	2663.585682
FDT19	OUT019	1897.048545
FDO11	OUT045	4040.546233
FDH24	OUT027	2903.06863
FDL02	OUT018	1560.123428
FDB02	OUT049	2740.109761
FDA43	OUT046	2833.507432
FDG52	OUT045	617.8748894
DRC12	OUT013	3293.600694
FDY37	OUT018	2436.943886
NCU18	OUT045	2137.126408
FDU09	OUT035	830.1241843
DRJ25	OUT027	660.1669565
DRE12	OUT018	1739.207792
DRL47	OUT017	1891.431408
DRK01	OUT046	1305.132877
FDC22	OUT019	2223.1852
FDG44	OUT013	911.6936285
FDW04	OUT035	2020.490274
FDK09	OUT049	3189.064582
NCN43	OUT035	2028.359422
FDG04	OUT049	2933.384746
FDH32	OUT010	1318.58541
DRI47	OUT017	2297.888533
DRE15	OUT013	1611.600443
FDY11	OUT035	1174.346367
FDO60	OUT049	574.4529382
FDQ20	OUT018	791.0962572
FDO57	OUT027	2580.727994
FDT14	OUT019	1177.883671
FDA57	OUT049	490.4905118
DRN35	OUT017	386.3982529
FDJ03	OUT046	616.1620347
FDX28	OUT017	1166.977877
DRE25	OUT045	1279.65158
FDR09	OUT046	3770.630605
FDB23	OUT035	3721.082424
FDO08	OUT045	2577.44025
FDQ23	OUT049	1520.251135
FDW04	OUT013	2379.623545
DRK13	OUT010	2645.089418
NCL17	OUT027	2458.619942
FDY21	OUT035	2431.992151
FDJ38	OUT027	3559.158829
FDA37	OUT019	1828.976786
FDV43	OUT013	872.6332427
FDL36	OUT046	1160.641299
FDD53	OUT045	620.6523672
FDZ19	OUT010	2473.729523
FDV21	OUT045	1400.178828
NCL54	OUT018	2967.486661
DRI47	OUT027	2696.586143
DRG03	OUT049	2197.25865
FDG21	OUT013	2286.856154
FDW03	OUT018	1883.980034
NCI55	OUT046	1888.502734
DRC36	OUT019	2670.286569
FDH22	OUT017	1544.086621
FDV20	OUT045	1975.398435
NCU41	OUT027	3316.53653
FDN46	OUT027	1618.826523
FDK50	OUT045	2585.296362
NCA05	OUT027	2729.180608
DRH01	OUT018	2537.755878
FDT08	OUT018	2383.215083
FDM08	OUT018	3609.898549
FDZ07	OUT035	767.7531452
FDS22	OUT017	802.0068763
FDV35	OUT027	2423.29376
FDI28	OUT010	1414.516307
FDW58	OUT027	2182.478057
FDT52	OUT045	3873.00135
FDY34	OUT046	2655.439948
FDR10	OUT046	2514.656627
FDK57	OUT017	1656.155601
FDR02	OUT027	2145.309278
FDX49	OUT046	3359.390796
FDQ20	OUT046	575.4393395
DRK23	OUT045	3798.760359
NCW06	OUT046	2824.425759
FDR31	OUT017	2277.881455
NCE43	OUT013	2699.529468
DRO59	OUT027	1498.746889
FDN09	OUT049	3694.76724
FDR11	OUT046	2039.347779
FDO57	OUT013	2553.403012
NCX18	OUT017	3144.874497
FDB05	OUT018	3796.470456
FDQ08	OUT018	1201.714304
NCG43	OUT035	1287.829654
FDJ56	OUT013	1316.891332
FDA13	OUT010	380.6293394
FDO56	OUT017	1822.320713
FDB37	OUT018	4077.234699
FDZ02	OUT018	1698.837013
FDQ24	OUT046	3632.135913
FDM16	OUT013	1610.333859
FDU35	OUT049	1260.772181
FDT35	OUT035	2500.17648
NCX30	OUT049	3774.125156
FDG04	OUT017	3012.079235
FDI12	OUT035	1150.547828
FDE35	OUT035	991.5697476
NCP14	OUT027	1714.886564
NCY53	OUT045	1628.617318
FDP49	OUT017	767.3412534
FDQ04	OUT017	426.1263054
FDM39	OUT035	2722.04107
FDO58	OUT019	2430.046155
FDC56	OUT017	1462.563507
NCQ54	OUT046	2609.305383
FDV10	OUT027	994.1762634
NCK17	OUT046	534.5780659
NCF55	OUT027	1014.627606
FDV33	OUT013	4524.59285
NCH29	OUT019	1437.728672
FDA37	OUT027	2332.968609
FDH46	OUT018	1766.996304
FDS25	OUT035	1362.281693
FDH04	OUT027	1965.559124
FDX52	OUT046	2942.541031
NCD42	OUT017	642.0596287
FDW47	OUT017	1816.874968
FDL25	OUT027	1501.234735
NCJ06	OUT010	2004.149104
FDY09	OUT013	3106.200204
FDS40	OUT046	642.0728527
FDH41	OUT017	3122.426828
FDG38	OUT035	1336.236991
FDU03	OUT027	3033.947627
FDV20	OUT046	1863.687166
DRB13	OUT045	3205.716922
NCQ30	OUT013	2271.862217
NCH06	OUT013	4001.372577
FDU50	OUT018	2117.692976
NCO42	OUT019	2273.291466
FDW09	OUT018	1481.066673
FDH04	OUT013	1968.245382
FDC21	OUT045	1745.050434
FDL21	OUT049	715.4934738
FDM46	OUT010	703.2340226
FDT22	OUT019	292.2415405
FDB28	OUT035	2853.06071
FDI12	OUT018	1296.70839
FDA28	OUT045	2009.321218
FDF59	OUT013	2200.2716
FDM45	OUT027	2140.837468
FDQ56	OUT017	971.4848013
FDR46	OUT049	1706.395019
FDT01	OUT013	3103.281161
FDD16	OUT027	1546.878938
NCU30	OUT010	2664.51126
FDM40	OUT010	1477.765312
FDI56	OUT035	1213.452304
NCS30	OUT013	2112.560846
FDU08	OUT017	1549.806499
FDX51	OUT027	3558.973133
FDA43	OUT045	2963.841582
FDX59	OUT010	549.6967518
FDC37	OUT018	1775.660475
FDP58	OUT013	3342.810943
NCY42	OUT035	2320.755464
FDF21	OUT018	3049.267143
FDU10	OUT027	1015.776257
DRL47	OUT018	2032.699818
FDA58	OUT018	3976.27764
FDJ22	OUT049	2804.203623
FDK50	OUT046	2449.977277
FDO38	OUT035	1052.630086
DRF60	OUT035	3666.909845
NCZ42	OUT019	3791.784709
FDD35	OUT049	1783.084995
FDL25	OUT045	1145.001782
FDJ16	OUT013	919.7373341
DRK59	OUT049	3378.691422
FDI50	OUT046	3613.084561
NCB19	OUT045	1157.476882
DRI37	OUT035	620.0296345
FDA14	OUT027	2559.932422
FDC08	OUT018	3432.924974
FDS45	OUT046	1657.43434
FDI21	OUT049	876.7772363
DRJ47	OUT035	2669.434088
DRE37	OUT027	3072.867107
FDT55	OUT018	2618.405324
NCG42	OUT027	2371.471559
FDA31	OUT049	2242.050975
NCW42	OUT046	3511.923352
FDF50	OUT017	2666.911059
FDK56	OUT049	2393.222975
FDX10	OUT035	286.7197262
NCK07	OUT027	2871.672777
FDZ49	OUT017	3081.51777
FDR33	OUT013	2102.2767
FDO44	OUT018	1997.144255
FDA20	OUT046	2693.11683
NCL30	OUT045	1948.343434
FDI05	OUT019	476.5041854
FDQ12	OUT018	3673.718837
FDH47	OUT017	1692.080065
FDH34	OUT018	3036.317794
FDF29	OUT046	2099.067557
FDG40	OUT018	632.902041
NCE18	OUT017	3913.377284
FDP21	OUT010	3238.863958
FDY50	OUT013	1343.075098
FDB36	OUT049	2146.414466
NCZ29	OUT049	1711.415538
FDU20	OUT018	2096.62369
FDO56	OUT013	2237.765931
FDW31	OUT049	3014.65923
DRH59	OUT013	1433.265165
NCB30	OUT017	3082.927302
FDK43	OUT027	2414.281505
FDW43	OUT045	3715.369496
NCL19	OUT017	2248.522133
FDJ27	OUT046	1170.329872
FDC45	OUT046	2116.031008
FDY40	OUT035	657.9965745
NCM41	OUT035	1428.068921
NCK18	OUT019	2709.616698
FDP37	OUT049	1439.463935
FDA27	OUT027	4460.644303
NCX30	OUT035	3886.561779
FDR09	OUT017	3775.466857
FDG08	OUT027	2592.664771
NCU30	OUT013	2941.750309
FDB16	OUT017	1304.510349
FDM16	OUT017	1210.764039
FDC48	OUT013	1724.658937
NCF18	OUT046	2627.551175
FDU46	OUT018	1658.976128
FDH41	OUT018	3260.880567
NCN42	OUT010	2543.199879
FDU49	OUT046	1373.092565
FDB20	OUT027	1529.83885
