,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
3008,FDU31,10.5,1,0.025132415,Fruits and Vegetables,218.8508,OUT017,2007,,1,Supermarket Type1,3502.6255909394167
3009,NCN19,12.860394607036962,0,0.012040955,Others,188.253,OUT027,1985,Medium,2,Supermarket Type3,3416.474048984979
3010,FDK56,12.860394607036962,0,0.129368491,Fruits and Vegetables,185.3898,OUT027,1985,Medium,2,Supermarket Type3,2864.464006204511
3011,FDK58,11.35,1,0.045236995999999995,Snack Foods,103.1016,OUT017,2007,,1,Supermarket Type1,1613.7116346912953
3012,NCJ42,19.75,0,0.014298621999999999,Household,102.5332,OUT035,2004,Small,1,Supermarket Type1,1679.842894211397
3013,FDZ34,12.860394607036962,0,0.075511074,Starchy Foods,192.282,OUT027,1985,Medium,2,Supermarket Type3,3204.618214023634
3014,FDA52,16.2,1,0.0,Frozen Foods,175.637,OUT018,2009,Medium,2,Supermarket Type2,3076.235431529436
3015,NCR29,7.565,0,0.054595405,Health and Hygiene,55.693000000000005,OUT013,1987,High,2,Supermarket Type1,1157.6169842244963
3016,FDT48,4.92,0,0.0,Baking Goods,200.3084,OUT035,2004,Small,1,Supermarket Type1,3288.9397267734603
3017,DRJ51,12.860394607036962,0,0.154065962,Dairy,229.3668,OUT019,1985,Small,0,Grocery Store,3102.660970406261
3018,NCS54,13.6,0,0.009993163000000001,Household,177.637,OUT046,1997,Small,0,Supermarket Type1,2786.1229082184436
3019,FDV01,19.2,1,0.084934509,Canned,154.9314,OUT035,2004,Small,1,Supermarket Type1,2267.6716528902944
3020,DRG51,12.860394607036962,0,0.01148374,Dairy,163.4526,OUT027,1985,Medium,2,Supermarket Type3,3033.1214635975048
3021,NCG42,19.2,0,0.041193522,Household,131.731,OUT013,1987,High,2,Supermarket Type1,2377.629043599227
3022,FDA51,8.05,1,0.16493563,Dairy,115.5518,OUT049,1999,Medium,0,Supermarket Type1,1215.1555801650684
3023,FDV19,14.85,1,0.059013051,Fruits and Vegetables,159.7578,OUT010,1998,,2,Grocery Store,2698.984319307445
3024,NCT18,14.6,0,0.059525627000000005,Household,182.1976,OUT045,2002,,1,Supermarket Type1,2754.8320889669885
3025,NCS41,12.85,0,0.053552399,Health and Hygiene,184.6608,OUT045,2002,,1,Supermarket Type1,2822.0961379766777
3026,FDO03,10.395,1,0.036882977000000004,Meat,228.1352,OUT046,1997,Small,0,Supermarket Type1,3538.335714083587
3027,FDL12,15.85,1,0.20358823899999998,Baking Goods,61.622,OUT010,1998,,2,Grocery Store,545.4049691912842
3028,FDY37,17.0,1,0.04447084900000001,Canned,143.64700000000002,OUT010,1998,,2,Grocery Store,2507.459126571419
3029,FDI58,7.64,1,0.070814401,Snack Foods,92.412,OUT049,1999,Medium,0,Supermarket Type1,1263.0527313556631
3030,FDT28,13.3,0,0.063825112,Frozen Foods,149.2708,OUT018,2009,Medium,2,Supermarket Type2,2317.8845271439495
3031,NCC42,15.0,0,0.075167462,Health and Hygiene,138.5838,OUT010,1998,,2,Grocery Store,2222.158364577346
3032,FDO01,21.1,1,0.020835848,Breakfast,129.7994,OUT017,2007,,1,Supermarket Type1,2117.1807858491084
3033,FDJ02,17.2,1,0.025145837999999997,Canned,146.6418,OUT013,1987,High,2,Supermarket Type1,2759.8630035124042
3034,FDQ04,6.4,0,0.085098856,Frozen Foods,42.0796,OUT018,2009,Medium,2,Supermarket Type2,570.8206992401501
3035,DRL47,19.7,0,0.038704546,Hard Drinks,125.7362,OUT013,1987,High,2,Supermarket Type1,2294.2575780077714
3036,FDZ32,7.785,1,0.03812554,Fruits and Vegetables,106.7964,OUT035,2004,Small,1,Supermarket Type1,1741.7193117768693
3037,FDC35,7.435,0,0.122814466,Starchy Foods,207.5638,OUT035,2004,Small,1,Supermarket Type1,2866.1138818172076
3038,FDX14,13.1,0,0.075092011,Dairy,73.2354,OUT045,2002,,1,Supermarket Type1,995.2982866649145
3039,FDZ35,9.6,1,0.022259937,Breads,103.999,OUT013,1987,High,2,Supermarket Type1,2122.5725939708245
3040,FDL14,8.115,1,0.032132105,Canned,155.4972,OUT013,1987,High,2,Supermarket Type1,2883.5539617438444
3041,FDO04,16.6,0,0.026578464,Frozen Foods,55.0614,OUT049,1999,Medium,0,Supermarket Type1,780.1334233053167
3042,DRK11,8.21,0,0.01082531,Hard Drinks,150.2392,OUT017,2007,,1,Supermarket Type1,2424.01821846014
3043,FDB44,6.655,0,0.017027915,Fruits and Vegetables,211.0586,OUT018,2009,Medium,2,Supermarket Type2,3493.209538924766
3044,FDZ50,12.8,1,0.079199274,Dairy,184.6608,OUT049,1999,Medium,0,Supermarket Type1,2652.5064689159517
3045,FDI12,12.39452824519226,1,0.099912754,Baking Goods,88.6856,OUT027,1985,Medium,2,Supermarket Type3,1565.8242721081442
3046,FDU43,19.35,1,0.058371695999999994,Fruits and Vegetables,237.1564,OUT017,2007,,1,Supermarket Type1,3627.847341030727
3047,FDD58,7.76,0,0.09934348400000001,Snack Foods,98.17,OUT010,1998,,2,Grocery Store,1501.8485523622185
3048,FDB27,7.575,0,0.055703431,Dairy,195.3768,OUT017,2007,,1,Supermarket Type1,2933.1395671566243
3049,FDB04,11.35,1,0.063483863,Dairy,85.9856,OUT018,2009,Medium,2,Supermarket Type2,1415.7798295464963
3050,NCO17,10.0,0,0.0,Health and Hygiene,118.744,OUT013,1987,High,2,Supermarket Type1,2370.1635538105766
3051,FDL12,15.85,1,0.122320725,Baking Goods,58.022,OUT017,2007,,1,Supermarket Type1,571.0967405826304
3052,DRJ13,12.65,0,0.062988082,Soft Drinks,160.6578,OUT049,1999,Medium,0,Supermarket Type1,2272.2002113095077
3053,FDD57,18.1,0,0.022445019,Fruits and Vegetables,97.0094,OUT045,2002,,1,Supermarket Type1,1583.9115817843267
3054,FDW19,12.35,1,0.038493141,Fruits and Vegetables,110.95700000000001,OUT035,2004,Small,1,Supermarket Type1,1796.7234588996507
3055,DRD27,18.75,0,0.023937034,Dairy,100.4042,OUT018,2009,Medium,2,Supermarket Type2,1720.6088223503502
3056,FDH27,12.860394607036962,0,0.05806439099999999,Dairy,145.1128,OUT027,1985,Medium,2,Supermarket Type3,2546.377325580739
3057,NCW30,12.860394607036962,0,0.010956581000000002,Household,259.9962,OUT027,1985,Medium,2,Supermarket Type3,4537.107961587342
3058,FDR40,9.1,1,0.008067116,Frozen Foods,79.9618,OUT018,2009,Medium,2,Supermarket Type2,1565.7776537931131
3059,FDG05,11.0,1,0.087774037,Frozen Foods,156.66299999999998,OUT013,1987,High,2,Supermarket Type1,2655.88754592017
3060,NCY41,12.860394607036962,0,0.13260329699999998,Health and Hygiene,35.3532,OUT019,1985,Small,0,Grocery Store,177.67024301460333
3061,FDI38,13.35,1,0.014686484,Canned,206.3638,OUT018,2009,Medium,2,Supermarket Type2,3495.729555277332
3062,FDR20,20.0,1,0.028123752999999998,Fruits and Vegetables,43.2744,OUT046,1997,Small,0,Supermarket Type1,683.6774510404866
3063,FDE09,8.775,0,0.021725581,Fruits and Vegetables,109.2228,OUT017,2007,,1,Supermarket Type1,1737.8685655765585
3064,FDN50,12.39452824519226,1,0.046432792,Canned,94.912,OUT019,1985,Small,0,Grocery Store,1554.9609948360267
3065,DRF27,8.93,0,0.028474903,Dairy,152.334,OUT045,2002,,1,Supermarket Type1,2434.7047037739358
3066,DRF51,15.75,0,0.165700218,Dairy,37.7506,OUT013,1987,High,2,Supermarket Type1,383.40554383941344
3067,NCO02,12.860394607036962,0,0.128458176,Others,67.8142,OUT019,1985,Small,0,Grocery Store,700.5200313365858
3068,FDB51,12.860394607036962,0,0.038267861,Dairy,62.0852,OUT027,1985,Medium,2,Supermarket Type3,1340.5336446388465
3069,FDJ50,8.645,0,0.02156804,Canned,52.8982,OUT013,1987,High,2,Supermarket Type1,1255.0754470138963
3070,FDN52,9.395,1,0.131460394,Frozen Foods,85.2198,OUT013,1987,High,2,Supermarket Type1,1358.5106202682546
3071,FDX14,13.1,0,0.074877667,Dairy,76.6354,OUT013,1987,High,2,Supermarket Type1,1385.7945817242144
3072,FDT27,12.39452824519226,1,0.121838154,Meat,235.8616,OUT019,1985,Small,0,Grocery Store,3421.2403222566645
3073,FDV10,7.645,1,0.06665054,Snack Foods,41.1112,OUT013,1987,High,2,Supermarket Type1,955.8490343203921
3074,FDU33,7.63,1,0.134709764,Snack Foods,44.8402,OUT046,1997,Small,0,Supermarket Type1,269.0298057449945
3075,FDU58,6.61,1,0.029011725,Snack Foods,185.9898,OUT046,1997,Small,0,Supermarket Type1,2923.556991063386
3076,NCP42,12.860394607036962,0,0.016032698999999997,Household,194.8478,OUT027,1985,Medium,2,Supermarket Type3,3501.788771243955
3077,FDL51,12.39452824519226,1,0.047261392,Dairy,213.5876,OUT027,1985,Medium,2,Supermarket Type3,3736.368575610166
3078,DRH15,12.860394607036962,0,0.10937902199999999,Dairy,45.4428,OUT027,1985,Medium,2,Supermarket Type3,774.0908513711365
3079,FDU16,19.25,1,0.058604732,Frozen Foods,85.5908,OUT017,2007,,1,Supermarket Type1,1269.4604340889673
3080,FDW15,15.35,1,0.055425340999999996,Meat,149.3734,OUT017,2007,,1,Supermarket Type1,2282.2706321383885
3081,FDQ44,20.5,0,0.036213591,Fruits and Vegetables,122.3756,OUT045,2002,,1,Supermarket Type1,1914.6518170195232
3082,NCI06,12.860394607036962,0,0.047486615,Household,180.06599999999997,OUT027,1985,Medium,2,Supermarket Type3,3135.8155289820243
3083,DRK23,12.860394607036962,0,0.126021818,Hard Drinks,253.204,OUT019,1985,Small,0,Grocery Store,3594.740009799203
3084,FDC28,7.905,0,0.054976522,Frozen Foods,109.7254,OUT035,2004,Small,1,Supermarket Type1,1636.8487247431913
3085,NCY17,12.860394607036962,0,0.0,Health and Hygiene,42.9086,OUT019,1985,Small,0,Grocery Store,868.7378966468095
3086,NCV05,10.1,0,0.030331567,Health and Hygiene,153.7656,OUT018,2009,Medium,2,Supermarket Type2,2538.3624934897343
3087,FDM34,12.860394607036962,0,0.11809199199999999,Snack Foods,132.6626,OUT019,1985,Small,0,Grocery Store,1754.0538019623637
3088,DRD60,12.860394607036962,0,0.037051812,Soft Drinks,182.8634,OUT027,1985,Medium,2,Supermarket Type3,3224.461627341836
3089,FDT38,18.7,0,0.057537445,Dairy,86.3566,OUT046,1997,Small,0,Supermarket Type1,1151.567209262077
3090,FDQ57,7.275,0,0.028061488,Snack Foods,145.076,OUT018,2009,Medium,2,Supermarket Type2,2418.0437917716736
3091,FDE59,12.860394607036962,0,0.061986186,Starchy Foods,35.6532,OUT027,1985,Medium,2,Supermarket Type3,826.8036348967653
3092,NCM43,14.5,0,0.019475371000000002,Others,163.621,OUT046,1997,Small,0,Supermarket Type1,2525.493709715447
3093,DRI51,17.25,0,0.042307304000000004,Dairy,171.1764,OUT049,1999,Medium,0,Supermarket Type1,2517.0788644592067
3094,NCG30,20.2,0,0.11295655199999999,Household,124.9046,OUT017,2007,,1,Supermarket Type1,1566.8660726612907
3095,NCK54,12.15,0,0.029517792,Household,114.815,OUT035,2004,Small,1,Supermarket Type1,1818.5785567894818
3096,FDQ16,12.860394607036962,0,0.073078549,Frozen Foods,109.6912,OUT019,1985,Small,0,Grocery Store,1591.4361594559668
3097,FDI36,12.5,1,0.062291550999999994,Baking Goods,197.1426,OUT013,1987,High,2,Supermarket Type1,3393.0851605444404
3098,FDX16,12.860394607036962,0,0.065491357,Frozen Foods,148.705,OUT027,1985,Medium,2,Supermarket Type3,2570.129237150515
3099,FDA34,11.5,0,0.014860557,Starchy Foods,174.00799999999998,OUT046,1997,Small,0,Supermarket Type1,2712.358739997726
3100,FDJ48,11.3,0,0.056664709,Baking Goods,248.0118,OUT018,2009,Medium,2,Supermarket Type2,3888.3002247188706
3101,FDU47,12.8,1,0.11383293900000001,Breads,138.4838,OUT035,2004,Small,1,Supermarket Type1,1898.228437222937
3102,FDS39,6.895,0,0.022460575,Meat,142.9812,OUT046,1997,Small,0,Supermarket Type1,2205.0680399697594
3103,FDD11,12.85,0,0.030616732999999997,Starchy Foods,251.704,OUT046,1997,Small,0,Supermarket Type1,3850.3445159580333
3104,FDM16,12.39452824519226,1,0.033392905,Frozen Foods,73.5354,OUT027,1985,Medium,2,Supermarket Type3,1617.8841374563199
3105,FDU56,16.85,0,0.04459498,Fruits and Vegetables,183.1266,OUT018,2009,Medium,2,Supermarket Type2,2921.360120157493
3106,FDQ32,17.85,1,0.046872134,Fruits and Vegetables,122.3388,OUT017,2007,,1,Supermarket Type1,1894.3022236782635
3107,DRK35,8.365,0,0.07178670599999999,Hard Drinks,39.3506,OUT013,1987,High,2,Supermarket Type1,827.6353295061999
3108,FDA58,9.395,0,0.103912541,Snack Foods,234.2932,OUT049,1999,Medium,0,Supermarket Type1,3246.3587681083845
3109,DRG48,12.860394607036962,0,0.025484041000000002,Soft Drinks,143.8102,OUT019,1985,Small,0,Grocery Store,2328.006173554397
3110,FDT59,13.65,0,0.026632476000000002,Breads,231.9668,OUT010,1998,,2,Grocery Store,3887.0318606846085
3111,FDQ31,12.39452824519226,1,0.094279524,Fruits and Vegetables,89.7856,OUT019,1985,Small,0,Grocery Store,1268.2711343965566
3112,FDS51,13.35,0,0.032311584,Meat,63.3194,OUT018,2009,Medium,2,Supermarket Type2,1117.1522934085951
3113,FDW32,12.39452824519226,1,0.09384019800000001,Fruits and Vegetables,86.8882,OUT027,1985,Medium,2,Supermarket Type3,1564.1317342392758
3114,FDI15,12.860394607036962,0,0.14066805599999999,Dairy,264.4884,OUT027,1985,Medium,2,Supermarket Type3,4045.944993539564
3115,NCV30,20.2,0,0.066305026,Household,62.351000000000006,OUT017,2007,,1,Supermarket Type1,795.6444841829252
3116,DRG25,10.5,0,0.019079308,Soft Drinks,187.524,OUT049,1999,Medium,0,Supermarket Type1,2883.838920150545
3117,FDT02,12.6,0,0.024174597000000003,Dairy,33.2874,OUT013,1987,High,2,Supermarket Type1,931.7239888593285
3118,FDO33,12.860394607036962,0,0.088889913,Snack Foods,114.1518,OUT027,1985,Medium,2,Supermarket Type3,1931.4595155460374
3119,FDP38,10.1,0,0.032096024,Canned,51.1008,OUT035,2004,Small,1,Supermarket Type1,820.0196295890455
3120,FDZ45,14.1,0,0.06686333700000001,Snack Foods,197.9084,OUT035,2004,Small,1,Supermarket Type1,2946.0716854368475
3121,NCA54,12.860394607036962,0,0.036464157999999997,Household,180.1318,OUT027,1985,Medium,2,Supermarket Type3,3184.5141836114344
3122,FDU33,7.63,1,0.13547173699999998,Snack Foods,45.2402,OUT017,2007,,1,Supermarket Type1,330.02426437347094
3123,FDN58,13.8,1,0.057194086,Snack Foods,233.6984,OUT017,2007,,1,Supermarket Type1,3589.0280980784883
3124,FDI05,8.35,1,0.127127013,Frozen Foods,75.4354,OUT045,2002,,1,Supermarket Type1,890.2365058212999
3125,FDM57,12.39452824519226,1,0.1328021,Snack Foods,82.4908,OUT019,1985,Small,0,Grocery Store,988.1820072835035
3126,NCS42,12.860394607036962,0,0.069080314,Household,89.6146,OUT027,1985,Medium,2,Supermarket Type3,1635.4727778032175
3127,FDB57,20.25,1,0.018843242,Fruits and Vegetables,221.6772,OUT045,2002,,1,Supermarket Type1,3612.1660740303814
3128,FDC03,8.575,1,0.071992202,Dairy,196.0794,OUT045,2002,,1,Supermarket Type1,3004.890156839927
3129,FDZ58,17.85,0,0.052133440999999996,Snack Foods,120.6072,OUT013,1987,High,2,Supermarket Type1,2159.685682221643
3130,NCK29,5.615,0,0.126024084,Health and Hygiene,124.573,OUT045,2002,,1,Supermarket Type1,1586.862316797029
3131,NCR53,12.15,0,0.145335007,Health and Hygiene,224.9404,OUT045,2002,,1,Supermarket Type1,3052.893633279291
3132,FDE26,12.860394607036962,0,0.088574755,Canned,145.4786,OUT027,1985,Medium,2,Supermarket Type3,2420.1015246885545
3133,FDU52,7.56,0,0.06387000799999999,Frozen Foods,154.563,OUT049,1999,Medium,0,Supermarket Type1,2182.6397831378963
3134,FDE41,12.39452824519226,1,0.063704181,Frozen Foods,83.6566,OUT027,1985,Medium,2,Supermarket Type3,1644.2117324475912
3135,FDU38,10.8,0,0.08288617,Dairy,189.9504,OUT018,2009,Medium,2,Supermarket Type2,2872.6474251824475
3136,FDA52,16.2,1,0.12914868699999998,Frozen Foods,176.33700000000002,OUT017,2007,,1,Supermarket Type1,2381.2950632550346
3137,FDW46,13.0,1,0.070301658,Snack Foods,65.5484,OUT046,1997,Small,0,Supermarket Type1,860.1672019667021
3138,DRI59,9.5,0,0.0,Hard Drinks,225.0088,OUT035,2004,Small,1,Supermarket Type1,3664.9975127158177
3139,FDT38,18.7,0,0.057526565,Dairy,85.2566,OUT035,2004,Small,1,Supermarket Type1,1226.0062137922505
3140,FDL33,7.235,0,0.100369729,Snack Foods,196.9452,OUT018,2009,Medium,2,Supermarket Type2,2912.1716127302643
3141,FDQ01,12.39452824519226,1,0.159923438,Canned,253.0014,OUT027,1985,Medium,2,Supermarket Type3,3862.1439602550745
3142,FDJ08,11.1,0,0.11067210400000001,Fruits and Vegetables,191.1846,OUT046,1997,Small,0,Supermarket Type1,2565.8360092966213
3143,FDQ47,7.155,1,0.168447861,Breads,35.8874,OUT049,1999,Medium,0,Supermarket Type1,-37.59882139472029
3144,NCZ18,7.825,0,0.185913021,Household,252.4698,OUT013,1987,High,2,Supermarket Type1,3649.9729646644555
3145,FDE29,8.905,0,0.143938721,Frozen Foods,60.3878,OUT017,2007,,1,Supermarket Type1,449.41823353427753
3146,FDF10,12.39452824519226,1,0.156168446,Snack Foods,146.7418,OUT027,1985,Medium,2,Supermarket Type3,2225.549511584588
3147,FDC48,9.195,0,0.015883951,Baking Goods,83.4592,OUT049,1999,Medium,0,Supermarket Type1,1281.2854000091647
3148,FDY58,11.65,0,0.039885362,Snack Foods,228.9694,OUT013,1987,High,2,Supermarket Type1,3909.235105527434
3149,NCX30,16.7,0,0.0,Household,247.5776,OUT010,1998,,2,Grocery Store,4239.618865950397
3150,FDV11,9.1,1,0.081599833,Breads,176.8054,OUT013,1987,High,2,Supermarket Type1,2999.2823635044224
3151,FDT46,11.35,0,0.030807134,Snack Foods,49.4008,OUT046,1997,Small,0,Supermarket Type1,705.4251459482985
3152,DRD01,12.39452824519226,1,0.107110465,Soft Drinks,55.6614,OUT019,1985,Small,0,Grocery Store,681.9822165205296
3153,FDQ11,5.695,1,0.06764458599999999,Breads,256.5988,OUT013,1987,High,2,Supermarket Type1,4306.863453847007
3154,NCM41,16.5,0,0.035857676,Health and Hygiene,92.512,OUT017,2007,,1,Supermarket Type1,1403.0664462071327
3155,NCC55,10.695,0,0.063710075,Household,36.4848,OUT013,1987,High,2,Supermarket Type1,813.8464360520593
3156,FDG45,12.860394607036962,0,0.127416049,Fruits and Vegetables,214.2902,OUT027,1985,Medium,2,Supermarket Type3,3322.4458031662653
3157,NCQ54,17.7,0,0.0,Household,167.7474,OUT049,1999,Medium,0,Supermarket Type1,2645.931817701141
3158,FDM34,19.0,0,0.067584358,Snack Foods,129.7626,OUT045,2002,,1,Supermarket Type1,1896.5362011418983
3159,FDD17,12.860394607036962,0,0.057125580999999995,Frozen Foods,237.8906,OUT019,1985,Small,0,Grocery Store,3654.539879844393
3160,FDN38,12.39452824519226,1,0.09152647800000001,Canned,250.0408,OUT027,1985,Medium,2,Supermarket Type3,4111.928374153489
3161,FDB53,13.35,0,0.0,Frozen Foods,148.4392,OUT018,2009,Medium,2,Supermarket Type2,2580.921423095704
3162,NCL06,14.65,0,0.072053007,Household,262.3594,OUT035,2004,Small,1,Supermarket Type1,3925.1620319715694
3163,NCV18,12.860394607036962,0,0.18427192399999998,Household,82.725,OUT019,1985,Small,0,Grocery Store,691.0432006290612
3164,FDX25,16.7,0,0.0,Canned,182.4292,OUT013,1987,High,2,Supermarket Type1,3348.845840359725
3165,FDB39,11.6,0,0.038518959,Dairy,55.3272,OUT046,1997,Small,0,Supermarket Type1,763.8078981643193
3166,FDC33,8.96,1,0.06904552,Fruits and Vegetables,197.3768,OUT049,1999,Medium,0,Supermarket Type1,2901.050481558541
3167,NCO14,9.6,0,0.029764629,Household,44.4086,OUT018,2009,Medium,2,Supermarket Type2,840.6893950487611
3168,FDA58,12.860394607036962,0,0.103248816,Snack Foods,237.3932,OUT027,1985,Medium,2,Supermarket Type3,3786.3358789507474
3169,NCQ02,12.6,0,0.00749864,Household,186.4556,OUT017,2007,,1,Supermarket Type1,2993.9307275783867
3170,NCR53,12.15,0,0.14586127,Health and Hygiene,227.0404,OUT017,2007,,1,Supermarket Type1,3027.559282127426
3171,FDN52,9.395,1,0.131569883,Frozen Foods,88.1198,OUT046,1997,Small,0,Supermarket Type1,952.6711351802878
3172,FDG26,18.85,0,0.042649853,Canned,256.633,OUT046,1997,Small,0,Supermarket Type1,3864.290944456483
3173,FDE23,12.39452824519226,1,0.052923474000000005,Starchy Foods,46.706,OUT027,1985,Medium,2,Supermarket Type3,1116.0858868885698
3174,DRI37,15.85,0,0.10750833900000001,Soft Drinks,59.1904,OUT013,1987,High,2,Supermarket Type1,968.4130574511619
3175,DRH37,17.6,0,0.041785884,Soft Drinks,166.0526,OUT018,2009,Medium,2,Supermarket Type2,2666.594830521295
3176,FDO01,21.1,1,0.020714738,Breakfast,127.7994,OUT035,2004,Small,1,Supermarket Type1,2120.0290159544784
3177,FDK45,11.65,0,0.033910827000000004,Seafood,113.88600000000001,OUT049,1999,Medium,0,Supermarket Type1,1672.2255325563638
3178,FDP23,6.71,0,0.035642187,Breads,217.6166,OUT049,1999,Medium,0,Supermarket Type1,3287.024923433164
3179,FDM33,15.6,0,0.087703106,Snack Foods,220.0798,OUT035,2004,Small,1,Supermarket Type1,3198.1343241613577
3180,FDD36,13.3,0,0.021393892999999997,Baking Goods,119.8124,OUT017,2007,,1,Supermarket Type1,1895.9696472860378
3181,FDL56,14.1,0,0.126492074,Fruits and Vegetables,85.3198,OUT017,2007,,1,Supermarket Type1,903.445727716804
3182,FDT27,11.395,1,0.11647465800000001,Meat,236.0616,OUT010,1998,,2,Grocery Store,3643.4771890414995
3183,FDG52,13.65,0,0.066002079,Frozen Foods,44.2402,OUT017,2007,,1,Supermarket Type1,526.901580744383
3184,NCL42,18.85,0,0.040363971,Household,244.0144,OUT035,2004,Small,1,Supermarket Type1,3769.4016315085864
3185,DRJ24,11.8,0,0.113329224,Soft Drinks,185.8924,OUT046,1997,Small,0,Supermarket Type1,2470.7791233741264
3186,FDV38,19.25,0,0.101773845,Dairy,52.8956,OUT046,1997,Small,0,Supermarket Type1,438.77828107894675
3187,FDT35,19.85,1,0.081620573,Breads,169.7816,OUT045,2002,,1,Supermarket Type1,2534.128302769459
3188,FDY51,12.5,0,0.08129936900000001,Meat,219.0798,OUT045,2002,,1,Supermarket Type1,3238.082737709672
3189,FDC37,15.5,0,0.033059299,Baking Goods,105.7938,OUT017,2007,,1,Supermarket Type1,1623.543916055809
3190,NCP43,17.75,0,0.030481663,Others,181.666,OUT013,1987,High,2,Supermarket Type1,3203.2646060140214
3191,FDO33,14.75,0,0.089503609,Snack Foods,112.2518,OUT045,2002,,1,Supermarket Type1,1536.9164898999043
3192,FDW04,8.985,1,0.058062665,Frozen Foods,130.83100000000002,OUT018,2009,Medium,2,Supermarket Type2,2140.9927544586026
3193,NCC31,8.02,0,0.019870463,Household,154.9972,OUT046,1997,Small,0,Supermarket Type1,2401.1744460974587
3194,FDK22,9.8,0,0.026127057000000002,Snack Foods,216.385,OUT049,1999,Medium,0,Supermarket Type1,3303.5251099199813
3195,FDJ50,8.645,0,0.021708103,Canned,54.5982,OUT017,2007,,1,Supermarket Type1,888.5064079339172
3196,FDV13,17.35,1,0.027767045,Canned,88.9856,OUT017,2007,,1,Supermarket Type1,1459.02775945151
3197,DRL60,8.52,0,0.027212418999999998,Soft Drinks,151.8682,OUT017,2007,,1,Supermarket Type1,2377.9264696825485
3198,FDW03,5.63,1,0.024680092,Meat,103.7306,OUT017,2007,,1,Supermarket Type1,1722.587698275809
3199,FDY27,6.38,0,0.031892144,Dairy,177.7344,OUT035,2004,Small,1,Supermarket Type1,2797.267866725717
3200,FDB39,12.860394607036962,0,0.03833243,Dairy,54.3272,OUT027,1985,Medium,2,Supermarket Type3,1219.5810310506859
3201,FDU59,5.78,0,0.0965817,Breads,162.4552,OUT045,2002,,1,Supermarket Type1,2303.1612465432117
3202,FDZ57,10.0,1,0.0,Snack Foods,129.2994,OUT049,1999,Medium,0,Supermarket Type1,2138.917511706575
3203,FDO21,11.6,1,0.0097782,Snack Foods,225.1404,OUT049,1999,Medium,0,Supermarket Type1,3584.554805122625
3204,FDS43,11.65,0,0.0,Fruits and Vegetables,187.72400000000002,OUT018,2009,Medium,2,Supermarket Type2,3195.0094619804077
3205,FDU28,19.2,1,0.157200063,Frozen Foods,189.3214,OUT010,1998,,2,Grocery Store,2726.411146528084
3206,FDC51,10.895,1,0.016105023,Dairy,121.773,OUT010,1998,,2,Grocery Store,2300.7686409608505
3207,FDW16,17.35,1,0.069419362,Frozen Foods,92.3804,OUT010,1998,,2,Grocery Store,1601.490778021638
3208,FDP32,6.65,0,0.146740745,Fruits and Vegetables,125.5678,OUT010,1998,,2,Grocery Store,1724.9819172965254
3209,FDB60,12.860394607036962,0,0.049938496,Baking Goods,195.6136,OUT019,1985,Small,0,Grocery Store,3028.0200964977594
3210,NCQ30,7.725,0,0.029072282999999997,Household,120.1414,OUT046,1997,Small,0,Supermarket Type1,1819.7275671584393
3211,FDD26,8.71,1,0.072267645,Canned,184.8924,OUT049,1999,Medium,0,Supermarket Type1,2693.367691635278
3212,FDI44,16.1,0,0.100436145,Fruits and Vegetables,77.2328,OUT045,2002,,1,Supermarket Type1,942.5182261179398
3213,DRH23,14.65,0,0.170318251,Hard Drinks,56.1614,OUT046,1997,Small,0,Supermarket Type1,201.28844093167572
3214,FDO44,12.6,0,0.087453208,Fruits and Vegetables,110.0228,OUT046,1997,Small,0,Supermarket Type1,1401.147924558325
3215,FDG04,13.1,0,0.006062712,Frozen Foods,187.3898,OUT046,1997,Small,0,Supermarket Type1,2955.7147088975616
3216,FDM32,12.860394607036962,0,0.020505251999999998,Fruits and Vegetables,91.48299999999999,OUT027,1985,Medium,2,Supermarket Type3,1874.635664669655
3217,FDM09,11.15,1,0.085860034,Snack Foods,169.479,OUT013,1987,High,2,Supermarket Type1,2863.2482213687726
3218,FDZ47,20.7,1,0.079230482,Baking Goods,98.8042,OUT013,1987,High,2,Supermarket Type1,1775.6049728759172
3219,FDM40,12.860394607036962,0,0.15916244599999999,Frozen Foods,143.1154,OUT027,1985,Medium,2,Supermarket Type3,2078.0315043164483
3220,FDY48,14.0,0,0.023869126,Baking Goods,101.5332,OUT017,2007,,1,Supermarket Type1,1599.6906300613045
3221,NCM30,19.1,0,0.067431883,Household,42.4796,OUT045,2002,,1,Supermarket Type1,539.357193426491
3222,FDX36,9.695,1,0.21471985,Baking Goods,225.9404,OUT010,1998,,2,Grocery Store,3064.132441868471
3223,DRF03,19.1,0,0.045564412,Dairy,39.1138,OUT017,2007,,1,Supermarket Type1,525.8630360844727
3224,FDN51,17.85,1,0.020979394,Meat,259.7936,OUT049,1999,Medium,0,Supermarket Type1,4064.00561156655
3225,FDM57,11.65,1,0.075967092,Snack Foods,84.4908,OUT049,1999,Medium,0,Supermarket Type1,1110.4188589315127
3226,FDB35,12.3,1,0.064719441,Starchy Foods,93.6804,OUT049,1999,Medium,0,Supermarket Type1,1300.8528992009924
3227,FDY13,12.860394607036962,0,0.029981512999999998,Canned,77.867,OUT027,1985,Medium,2,Supermarket Type3,1621.8554850580222
